A,O,T,mac,meanlat,meanmac,meanwhak,minlat,n,p,perimeter,q,r,whak
8.507e11,409200.0,221.0,98.6,-87.16,1.159e-10,9.474e-14,87.16,1,-1,2.618e6,1.728e-10,147.0,0.08059
3.192e12,387800.0,229.9,492.0,-65.61,1.541e-10,2.523e-13,57.52,1,-1,9.768e6,2.03e-10,648.1,0.8053
5.008e13,644700.0,279.6,85310.0,18.84,1.703e-9,2.141e-9,1.856,1,-1,7.854e7,7.513e-9,376200.0,107200.0
8.507e11,409200.0,223.3,103.5,87.16,1.216e-10,1.163e-13,87.16,1,-1,2.618e6,1.725e-10,146.7,0.09893
9.067e11,396300.0,282.0,458.1,-28.39,5.053e-10,6.913e-11,24.12,1,-1,4.69e6,6.129e-10,555.7,62.68
4.112e12,456800.0,268.4,2857.0,-35.75,6.948e-10,2.822e-11,20.41,1,-1,1.046e7,1.695e-9,6969.0,116.0
1.783e13,520600.0,247.0,18630.0,54.95,1.045e-9,7.394e-11,27.83,1,-1,3.771e7,2.951e-9,52620.0,1318.0
1.103e11,267400.0,244.8,27.4,-50.1,2.483e-10,1.368e-12,50.1,1,-1,1.363e6,2.947e-10,32.52,0.151
1.016e11,246200.0,240.6,14.01,-53.81,1.379e-10,5.06e-13,53.81,1,-1,1.319e6,1.58e-10,16.05,0.0514
2.151e12,450300.0,286.4,337.5,-26.4,1.569e-10,3.321e-11,20.41,1,-1,7.032e6,1.712e-10,368.2,71.43
8.425e11,409700.0,294.3,2983.0,11.49,3.541e-9,4.129e-9,9.278,1,-1,4.112e6,1.016e-8,8560.0,3479.0
8.325e11,404800.0,296.0,18.61,-14.46,2.235e-11,1.202e-11,12.99,1,-1,4.087e6,2.372e-11,19.74,10.01
9.548e11,394700.0,290.6,1313.0,22.24,1.375e-9,6.187e-10,20.41,1,-1,4.745e6,2.103e-9,2008.0,590.8
1.727e13,633500.0,278.3,6673.0,-29.39,3.864e-10,1.415e-10,9.278,1,-1,2.703e7,7.489e-10,12930.0,2443.0
1.69e12,410800.0,288.0,308.1,26.35,1.823e-10,5.364e-11,20.41,1,-1,6.299e6,1.997e-10,337.5,90.63
3.796e12,455200.0,290.3,2076.0,21.71,5.47e-10,2.985e-10,12.99,1,-1,1.129e7,7.522e-10,2855.0,1133.0
1.367e12,419100.0,284.9,398.2,27.75,2.913e-10,5.231e-11,24.12,1,-1,4.698e6,3.273e-10,447.5,71.53
1.309e13,462400.0,222.4,1429.0,-72.75,1.092e-10,1.159e-13,50.1,2,-1,2.863e7,1.528e-10,2000.0,1.516
1.376e13,658400.0,272.5,10850.0,37.18,7.89e-10,5.198e-11,20.41,2,-1,1.948e7,1.695e-9,23320.0,715.0
8.507e11,409200.0,225.2,117.8,87.16,1.385e-10,1.552e-13,87.16,2,-1,2.618e6,1.943e-10,165.3,0.132
4.952e13,703000.0,274.3,60220.0,16.97,1.216e-9,7.898e-10,1.856,2,-1,6.905e7,3.862e-9,191200.0,39110.0
2.031e11,246200.0,244.1,29.32,-53.81,1.443e-10,7.14e-13,53.81,2,-1,1.805e6,1.634e-10,33.19,0.145
5.159e11,412700.0,293.4,2702.0,-0.6185,5.237e-9,2.163e-8,1.856,2,-1,3.333e6,5.948e-8,30680.0,11160.0
1.193e12,412300.0,295.7,3816.0,-7.68,3.199e-9,6.993e-9,5.567,2,-1,4.965e6,1.713e-8,20440.0,8341.0
2.778e12,345700.0,252.2,5389.0,49.52,1.94e-9,1.527e-10,38.97,2,-1,1.355e7,7.465e-9,20730.0,424.2
1.186e12,434600.0,295.7,1792.0,-9.791,1.512e-9,1.715e-9,5.567,2,-1,5.782e6,3.774e-9,4474.0,2033.0
4.021e12,387400.0,262.4,3252.0,-39.16,8.088e-10,4.282e-11,27.83,2,-1,1.373e7,1.976e-9,7946.0,172.2
1.197e12,436800.0,294.2,5586.0,5.553,4.666e-9,1.733e-8,1.856,2,-1,4.983e6,4.702e-8,56300.0,20750.0
1.782e13,736800.0,267.4,22420.0,39.88,1.258e-9,9.325e-11,20.41,2,-1,2.324e7,4.083e-9,72750.0,1661.0
5.151e11,412700.0,293.1,2782.0,3.089,5.401e-9,2.906e-8,1.856,2,-1,3.331e6,8.117e-8,41810.0,14970.0
2.452e12,419500.0,284.0,714.9,-26.51,2.915e-10,4.6e-11,16.7,2,-1,8.556e6,3.503e-10,858.9,112.8
4.972e11,401700.0,294.8,218.2,-15.45,4.388e-10,2.197e-10,12.99,2,-1,3.269e6,5.057e-10,251.5,109.2
8.507e11,409200.0,218.3,77.69,-87.16,9.133e-11,5.831e-14,87.16,3,-1,2.618e6,1.357e-10,115.4,0.0496
2.485e13,586800.0,291.3,48800.0,-5.179,1.964e-9,2.924e-9,1.856,3,-1,4.746e7,8.543e-9,212300.0,72660.0
5.959e12,415300.0,229.6,1652.0,74.0,2.772e-10,1.065e-12,61.23,3,-1,1.389e7,5.084e-10,3029.0,6.344
1.001e13,538400.0,247.6,8162.0,-47.34,8.153e-10,3.882e-11,27.83,3,-1,1.727e7,2.155e-9,21580.0,388.7
1.103e11,267400.0,253.4,264.7,50.1,2.398e-9,8.737e-11,50.1,3,-1,1.363e6,8.61e-9,950.1,9.641
6.365e11,385700.0,290.4,75.04,22.24,1.179e-10,3.597e-11,20.41,3,-1,3.206e6,1.272e-10,80.97,22.9
2.702e12,440700.0,290.4,1205.0,21.46,4.46e-10,2.157e-10,12.99,3,-1,8.056e6,5.699e-10,1540.0,582.6
1.464e12,353400.0,241.4,310.9,-52.19,2.124e-10,1.042e-12,46.39,3,-1,5.818e6,2.534e-10,370.9,1.525
3.07e12,524500.0,295.5,6610.0,-5.941,2.153e-9,5.192e-9,1.856,3,-1,8.283e6,1.37e-8,42060.0,15940.0
2.336e12,358800.0,242.9,3035.0,59.23,1.299e-9,2.319e-11,50.1,3,-1,8.616e6,4.234e-9,9889.0,54.18
7.496e12,621400.0,288.9,4551.0,23.64,6.072e-10,5.531e-10,9.278,3,-1,1.413e7,1.393e-9,10440.0,4146.0
2.675e11,324200.0,259.3,779.2,-38.97,2.913e-9,1.843e-10,38.97,3,-1,2.123e6,1.088e-8,2911.0,49.3
2.87e13,891300.0,289.3,47080.0,-8.451,1.641e-9,2.083e-9,1.856,3,-1,3.242e7,5.707e-9,163800.0,59770.0
2.175e13,954300.0,285.9,44390.0,19.56,2.041e-9,4.079e-9,1.856,3,-1,2.103e7,1.238e-8,269200.0,88720.0
5.186e12,461200.0,236.2,1067.0,-55.27,2.057e-10,1.014e-12,42.68,3,-1,1.139e7,2.59e-10,1343.0,5.261
1.338e11,324200.0,266.9,320.5,38.97,2.396e-9,1.695e-10,38.97,3,-1,1.478e6,4.984e-9,666.6,22.67
5.761e13,670500.0,255.6,41960.0,-42.68,7.282e-10,8.377e-10,1.856,4,-1,8.035e7,2.815e-9,162200.0,48260.0
5.421e12,482600.0,288.1,11200.0,19.36,2.066e-9,3.712e-9,5.567,4,-1,1.371e7,1.067e-8,57850.0,20120.0
8.507e11,409200.0,225.6,121.3,87.16,1.426e-10,1.645e-13,87.16,4,-1,2.618e6,2.0e-10,170.2,0.1399
7.504e12,576600.0,285.3,3988.0,-24.96,5.315e-10,3.188e-10,5.567,4,-1,1.496e7,1.119e-9,8394.0,2392.0
6.52e11,395100.0,291.1,415.0,18.54,6.364e-10,2.353e-10,16.7,4,-1,3.244e6,7.628e-10,497.4,153.4
1.558e12,351100.0,239.6,1178.0,64.11,7.561e-10,4.712e-12,61.23,4,-1,5.688e6,1.513e-9,2357.0,7.342
3.14e11,380600.0,289.0,118.9,24.12,3.786e-10,1.077e-10,24.12,4,-1,2.352e6,4.305e-10,135.2,33.82
1.739e12,346900.0,225.2,218.8,-67.39,1.258e-10,1.43e-13,61.23,4,-1,6.016e6,1.73e-10,300.7,0.2486
1.698e11,411500.0,295.4,291.3,-9.278,1.716e-9,1.139e-9,9.278,4,-1,1.656e6,2.562e-9,435.0,193.4
1.889e12,460300.0,292.8,9244.0,0.1689,4.895e-9,1.325e-8,1.856,4,-1,6.655e6,3.879e-8,73250.0,25020.0
5.152e12,467300.0,287.6,8057.0,21.8,1.564e-9,1.702e-9,9.278,4,-1,1.362e7,4.545e-9,23420.0,8766.0
1.025e12,381300.0,280.0,1011.0,31.46,9.86e-10,1.295e-10,27.83,4,-1,4.619e6,1.422e-9,1458.0,132.7
3.06e13,752900.0,282.9,58210.0,18.99,1.902e-9,2.461e-9,1.856,4,-1,3.941e7,8.5e-9,260100.0,75320.0
1.536e13,524600.0,221.9,1546.0,-70.11,1.007e-10,1.303e-13,50.1,5,-1,3.158e7,1.381e-10,2120.0,2.0
2.187e13,677500.0,291.5,42360.0,-4.455,1.936e-9,3.082e-9,1.856,5,-1,3.342e7,9.839e-9,215200.0,67420.0
4.226e13,580300.0,250.2,54970.0,51.49,1.301e-9,3.819e-10,1.856,5,-1,7.681e7,4.851e-9,205000.0,16140.0
5.827e12,564700.0,288.7,4201.0,22.11,7.209e-10,8.003e-10,5.567,5,-1,1.271e7,2.493e-9,14520.0,4663.0
3.71e12,495600.0,245.1,1693.0,-46.96,4.565e-10,9.297e-12,38.97,5,-1,8.522e6,8.936e-10,3315.0,34.49
6.274e11,380200.0,285.4,75.61,-24.07,1.205e-10,2.346e-11,20.41,5,-1,4.017e6,1.303e-10,81.74,14.72
3.225e11,390800.0,289.6,45.03,-20.41,1.396e-10,3.972e-11,20.41,5,-1,2.394e6,1.514e-10,48.84,12.81
1.57e11,380600.0,284.9,43.26,-24.12,2.755e-10,5.281e-11,24.12,5,-1,1.593e6,3.058e-10,48.01,8.292
1.041e13,539500.0,292.0,45980.0,3.324,4.417e-9,1.2e-8,1.856,5,-1,2.234e7,3.884e-8,404300.0,124900.0
3.879e11,235000.0,236.2,58.07,-55.58,1.497e-10,3.919e-13,53.81,5,-1,2.593e6,1.791e-10,69.48,0.152
1.338e11,324200.0,262.3,474.8,38.97,3.549e-9,4.17e-10,38.97,5,-1,1.478e6,1.852e-8,2478.0,55.78
4.011e12,532900.0,282.7,576.5,-25.84,1.437e-10,2.383e-11,20.41,5,-1,8.532e6,1.573e-10,630.8,95.6
1.79e12,346100.0,254.6,4696.0,45.47,2.624e-9,1.535e-10,38.97,5,-1,7.626e6,1.137e-8,20350.0,274.7
1.187e11,287600.0,247.9,21.31,-46.39,1.796e-10,1.254e-12,46.39,5,-1,1.404e6,2.034e-10,24.14,0.1488
1.705e12,377000.0,219.4,189.3,-84.29,1.11e-10,8.331e-14,76.07,6,-1,6.094e6,1.754e-10,299.0,0.142
5.03e13,599300.0,250.2,52360.0,50.94,1.041e-9,2.168e-10,5.567,6,-1,7.851e7,3.436e-9,172800.0,10900.0
7.048e12,540700.0,267.0,9967.0,-35.53,1.414e-9,8.639e-11,24.12,6,-1,1.435e7,4.464e-9,31460.0,608.9
1.889e12,444900.0,291.8,9620.0,-0.1689,5.094e-9,1.685e-8,1.856,6,-1,6.655e6,5.354e-8,101100.0,31830.0
2.799e13,611100.0,281.1,44090.0,-21.84,1.575e-9,2.352e-9,1.856,6,-1,4.797e7,8.024e-9,224600.0,65830.0
1.309e13,447800.0,281.1,17880.0,26.24,1.366e-9,2.009e-9,1.856,6,-1,3.693e7,7.057e-9,92340.0,26280.0
1.538e12,345100.0,236.1,195.2,-52.98,1.269e-10,3.604e-13,46.39,6,-1,5.751e6,1.491e-10,229.4,0.5544
1.676e11,406300.0,294.7,178.9,-12.99,1.067e-9,5.737e-10,12.99,6,-1,1.646e6,1.378e-9,231.1,96.18
1.265e11,306500.0,250.4,50.6,-42.68,4.001e-10,3.759e-12,42.68,6,-1,1.442e6,4.878e-10,61.7,0.4755
1.714e12,447100.0,293.8,5657.0,-3.701,3.299e-9,6.93e-9,1.856,6,-1,6.652e6,2.027e-8,34750.0,11880.0
1.508e12,376200.0,255.8,4028.0,-42.86,2.67e-9,1.387e-10,38.97,6,-1,5.516e6,1.089e-8,16430.0,209.2
1.362e12,414300.0,283.7,780.9,28.18,5.732e-10,1.085e-10,24.12,6,-1,5.422e6,6.963e-10,948.7,147.9
2.402e12,479100.0,291.4,12220.0,2.376,5.085e-9,1.741e-8,1.856,6,-1,7.482e6,5.7e-8,136900.0,41810.0
6.176e13,664100.0,258.9,65750.0,-35.0,1.064e-9,1.526e-9,1.856,7,-1,7.929e7,5.077e-9,313600.0,94280.0
1.737e12,333000.0,234.2,746.5,66.46,4.297e-10,1.976e-12,61.23,7,-1,6.09e6,8.523e-10,1481.0,3.433
8.507e11,409200.0,225.1,103.8,87.16,1.22e-10,1.302e-13,87.16,7,-1,2.618e6,1.653e-10,140.6,0.1108
3.509e12,434100.0,240.1,2040.0,-49.22,5.813e-10,1.97e-11,38.97,7,-1,8.958e6,1.769e-9,6207.0,69.1
1.709e12,446600.0,292.4,5895.0,5.165,3.45e-9,6.835e-9,1.856,7,-1,6.645e6,2.143e-8,36620.0,11680.0
1.187e11,287600.0,253.7,293.9,46.39,2.477e-9,9.759e-11,46.39,7,-1,1.404e6,9.371e-9,1112.0,11.58
1.774e13,540900.0,285.7,32510.0,-13.67,1.833e-9,3.059e-9,1.856,7,-1,3.82e7,9.677e-9,171700.0,54260.0
3.638e11,293900.0,256.6,1060.0,45.1,2.912e-9,1.822e-10,42.68,7,-1,2.826e6,1.336e-8,4860.0,66.27
2.816e12,431700.0,233.7,434.4,-53.51,1.543e-10,4.155e-13,46.39,7,-1,7.515e6,1.895e-10,533.7,1.17
1.338e11,324200.0,267.9,440.7,38.97,3.295e-9,3.896e-10,38.97,7,-1,1.478e6,1.04e-8,1391.0,52.12
7.956e12,574700.0,287.5,6018.0,23.63,7.565e-10,8.568e-10,5.567,7,-1,1.636e7,2.57e-9,20440.0,6816.0
2.354e12,461400.0,295.1,2282.0,-11.33,9.694e-10,1.265e-9,5.567,7,-1,7.417e6,3.024e-9,7118.0,2977.0
1.103e12,271000.0,229.9,166.4,71.72,1.508e-10,2.411e-13,68.65,7,-1,5.372e6,1.974e-10,217.8,0.2661
6.186e12,478600.0,273.1,7057.0,32.14,1.141e-9,1.693e-10,12.99,7,-1,1.505e7,3.356e-9,20760.0,1048.0
1.676e11,406300.0,296.0,5.222,-12.99,3.115e-11,1.557e-11,12.99,7,-1,1.646e6,3.307e-11,5.544,2.61
1.355e12,432200.0,294.5,3389.0,9.717,2.502e-9,4.115e-9,5.567,7,-1,4.956e6,1.084e-8,14680.0,5574.0
2.589e12,416000.0,266.7,5439.0,37.15,2.101e-9,1.48e-10,27.83,7,-1,8.689e6,6.813e-9,17640.0,383.2
3.674e12,399500.0,218.5,350.0,-78.6,9.527e-11,6.591e-14,68.65,8,-1,8.895e6,1.431e-10,525.8,0.2422
3.826e13,552000.0,286.9,55600.0,12.5,1.453e-9,1.887e-9,1.856,8,-1,7.401e7,5.908e-9,226000.0,72180.0
