A,O,T,mac,meanlat,meanmac,meanwhak,minlat,n,p,perimeter,q,r,whak
4.031e12,517400.0,289.8,14100.0,11.03,3.499e-9,3.837e-9,1.856,16,-2,1.068e7,1.408e-8,56740.0,15470.0
7.922e13,813600.0,272.3,77690.0,18.95,9.807e-10,6.888e-10,1.856,16,-2,9.142e7,2.905e-9,230200.0,54560.0
1.041e12,306300.0,241.6,300.5,-52.44,2.887e-10,2.517e-12,46.39,16,-2,5.315e6,4.391e-10,457.0,2.62
1.648e11,399400.0,293.1,135.5,16.7,8.22e-10,3.647e-10,16.7,16,-2,1.632e6,1.01e-9,166.5,60.09
1.72e11,412700.0,290.4,924.8,-1.856,5.378e-9,2.181e-8,1.856,16,-2,1.667e6,7.685e-8,13220.0,3750.0
2.709e12,458800.0,294.2,6359.0,-9.717,2.347e-9,4.123e-9,5.567,16,-2,8.228e6,1.219e-8,33040.0,11170.0
6.062e12,494800.0,218.7,611.4,-76.42,1.008e-10,7.362e-14,64.94,17,-2,1.131e7,1.541e-10,934.1,0.4463
1.209e14,997600.0,267.9,170000.0,31.56,1.407e-9,1.35e-9,1.856,17,-2,1.108e8,5.303e-9,640900.0,163200.0
1.648e11,399400.0,290.6,34.96,-16.7,2.122e-10,6.682e-11,16.7,17,-2,1.632e6,2.326e-10,38.32,11.01
2.988e11,362000.0,273.9,269.1,-29.65,9.009e-10,6.812e-11,27.83,17,-2,2.389e6,1.228e-9,367.0,20.35
2.162e12,364900.0,259.6,3277.0,-37.28,1.516e-9,7.03e-11,27.83,17,-2,9.494e6,3.877e-9,8382.0,152.0
8.507e11,409200.0,217.5,70.82,-87.16,8.325e-11,4.887e-14,87.16,18,-2,2.618e6,1.225e-10,104.2,0.04157
2.51e13,902900.0,276.5,45880.0,28.24,1.828e-9,1.81e-9,1.856,18,-2,2.669e7,7.348e-9,184500.0,45450.0
4.668e13,534900.0,267.8,63380.0,37.08,1.358e-9,1.532e-9,1.856,18,-2,7.474e7,5.377e-9,251000.0,71520.0
1.532e12,430000.0,293.9,3597.0,-7.18,2.347e-9,5.378e-9,1.856,18,-2,5.805e6,1.562e-8,23930.0,8242.0
4.108e13,875600.0,290.8,84410.0,1.544,2.055e-9,2.267e-9,1.856,18,-2,4.952e7,6.72e-9,276100.0,93110.0
8.801e12,580600.0,236.0,1831.0,-53.38,2.081e-10,1.666e-12,42.68,18,-2,1.626e7,4.1e-10,3608.0,14.66
8.507e11,409200.0,216.5,63.59,-87.16,7.476e-11,3.965e-14,87.16,19,-2,2.618e6,1.094e-10,93.03,0.03373
1.246e14,1.171e6,257.4,154500.0,40.06,1.24e-9,6.439e-10,1.856,19,-2,9.365e7,4.534e-9,564900.0,80210.0
1.265e11,306500.0,252.9,65.26,-42.68,5.16e-10,6.245e-12,42.68,19,-2,1.442e6,6.449e-10,81.56,0.7899
1.212e12,339900.0,243.4,411.2,-49.89,3.393e-10,4.919e-12,46.39,19,-2,5.644e6,8.08e-10,979.2,5.961
6.01e12,452100.0,232.9,2434.0,-57.22,4.05e-10,8.511e-12,38.97,19,-2,1.679e7,1.094e-9,6572.0,51.15
6.52e11,395100.0,290.7,888.2,18.54,1.362e-9,5.733e-10,16.7,19,-2,3.244e6,1.964e-9,1281.0,373.8
8.507e11,409200.0,221.2,103.9,-87.16,1.221e-10,1.03e-13,87.16,20,-2,2.618e6,1.848e-10,157.2,0.08766
8.815e13,1.125e6,283.1,73830.0,6.983,8.375e-10,5.575e-10,1.856,20,-2,7.21e7,2.301e-9,202800.0,49150.0
2.992e13,984800.0,238.9,18530.0,61.67,6.193e-10,1.933e-11,20.41,20,-2,3.043e7,1.824e-9,54560.0,578.4
1.0e13,591900.0,247.8,12150.0,-46.2,1.215e-9,6.392e-11,38.97,20,-2,1.627e7,5.111e-9,51120.0,639.2
1.87e12,464600.0,294.1,5572.0,7.891,2.98e-9,8.095e-9,1.856,20,-2,5.794e6,2.273e-8,42500.0,15140.0
2.258e13,596900.0,225.7,3536.0,-62.69,1.566e-10,1.922e-12,38.97,21,-2,3.334e7,3.006e-10,6787.0,43.39
5.849e12,502500.0,257.0,3786.0,-38.98,6.474e-10,2.092e-11,24.12,21,-2,1.234e7,1.386e-9,8105.0,122.3
1.039e14,1.525e6,262.9,123200.0,37.0,1.186e-9,1.213e-9,1.856,21,-2,6.424e7,5.226e-9,542800.0,126000.0
1.127e12,393400.0,289.3,1763.0,20.36,1.563e-9,7.397e-10,16.7,21,-2,5.625e6,2.639e-9,2975.0,833.9
1.884e12,444800.0,291.1,7971.0,2.853,4.231e-9,8.988e-9,1.856,21,-2,6.648e6,3.128e-8,58930.0,16940.0
1.103e14,898100.0,274.6,151300.0,-25.15,1.371e-9,2.084e-9,1.856,22,-2,1.242e8,5.811e-9,641000.0,229900.0
8.507e11,409200.0,226.0,111.9,87.16,1.316e-10,1.527e-13,87.16,22,-2,2.618e6,1.782e-10,151.6,0.1299
9.045e12,524000.0,292.8,8575.0,-0.9218,9.48e-10,7.683e-10,1.856,22,-2,2.038e7,1.944e-9,17580.0,6949.0
5.294e12,570800.0,288.8,1594.0,23.86,3.011e-10,1.641e-10,9.278,22,-2,1.112e7,4.056e-10,2147.0,868.7
3.074e12,432400.0,244.1,3847.0,57.6,1.251e-9,1.834e-11,50.1,22,-2,8.03e6,3.317e-9,10200.0,56.37
8.507e11,409200.0,220.6,93.45,-87.16,1.099e-10,8.572e-14,87.16,23,-2,2.618e6,1.628e-10,138.5,0.07292
1.456e13,698100.0,287.0,26860.0,19.97,1.845e-9,2.847e-9,1.856,23,-2,2.102e7,8.921e-9,129900.0,41450.0
8.507e11,409200.0,224.0,109.0,87.16,1.282e-10,1.291e-13,87.16,23,-2,2.618e6,1.812e-10,154.1,0.1098
3.571e12,416900.0,264.0,3918.0,-36.0,1.097e-9,6.302e-11,27.83,23,-2,1.089e7,2.345e-9,8373.0,225.1
6.822e13,1.147e6,275.7,96310.0,25.81,1.412e-9,1.219e-9,1.856,23,-2,5.553e7,4.497e-9,306800.0,83180.0
4.004e12,471100.0,250.1,5048.0,-44.82,1.261e-9,4.99e-11,38.97,23,-2,1.142e7,4.372e-9,17510.0,199.8
1.612e11,390800.0,291.3,354.7,20.41,2.2e-9,1.146e-9,20.41,23,-2,1.614e6,3.735e-9,602.2,184.7
1.999e13,644900.0,255.4,30140.0,48.2,1.508e-9,7.419e-11,20.41,23,-2,2.903e7,5.045e-9,100800.0,1483.0
2.373e11,287600.0,250.5,86.94,-46.39,3.663e-10,3.42e-12,46.39,23,-2,1.974e6,4.408e-10,104.6,0.8117
1.405e13,653400.0,290.7,16860.0,-15.01,1.2e-9,1.924e-9,1.856,23,-2,2.1e7,5.455e-9,76620.0,27020.0
8.507e11,409200.0,221.6,100.9,-87.16,1.186e-10,1.01e-13,87.16,24,-2,2.618e6,1.749e-10,148.8,0.08588
5.108e11,411900.0,295.4,1045.0,-8.034,2.046e-9,3.23e-9,5.567,24,-2,3.315e6,7.808e-9,3988.0,1650.0
1.191e14,1.008e6,267.4,116400.0,27.65,9.771e-10,9.89e-10,1.856,24,-2,1.141e8,3.808e-9,453500.0,117800.0
1.24e12,359400.0,255.1,2532.0,-43.65,2.041e-9,1.135e-10,38.97,24,-2,5.441e6,7.672e-9,9515.0,140.8
2.742e11,332300.0,271.0,364.1,37.07,1.328e-9,8.986e-11,35.26,24,-2,2.328e6,2.102e-9,576.5,24.64
1.106e12,351400.0,254.6,2327.0,-44.22,2.103e-9,1.35e-10,38.97,24,-2,5.424e6,9.3e-9,10290.0,149.4
6.828e11,412700.0,294.1,2261.0,6.478,3.311e-9,4.963e-9,1.856,24,-2,4.15e6,1.429e-8,9757.0,3389.0
2.361e12,365200.0,268.2,1984.0,-34.42,8.404e-10,3.946e-11,16.7,24,-2,1.078e7,1.959e-9,4626.0,93.18
1.338e11,324200.0,265.8,367.5,38.97,2.747e-9,2.112e-10,38.97,24,-2,1.478e6,6.821e-9,912.4,28.25
8.507e11,409200.0,219.0,88.88,-87.16,1.045e-10,7.327e-14,87.16,25,-2,2.618e6,1.602e-10,136.3,0.06233
1.299e14,811600.0,262.3,168100.0,28.0,1.294e-9,6.573e-10,1.856,25,-2,1.374e8,4.537e-9,589300.0,85380.0
1.071e14,1.224e6,271.8,101900.0,-31.95,9.506e-10,9.113e-10,1.856,26,-2,6.458e7,2.715e-9,290900.0,97650.0
1.142e13,570100.0,244.3,13110.0,-52.65,1.149e-9,3.771e-11,38.97,26,-2,1.962e7,3.425e-9,39100.0,430.5
5.276e12,407300.0,230.0,1594.0,74.5,3.022e-10,1.325e-12,61.23,26,-2,1.262e7,5.785e-10,3052.0,6.991
6.443e11,390400.0,289.4,173.0,20.37,2.685e-10,7.922e-11,16.7,26,-2,4.059e6,3.001e-10,193.3,51.04
9.237e10,223900.0,247.2,115.8,57.52,1.253e-9,1.495e-11,57.52,26,-2,1.274e6,2.592e-9,239.4,1.381
1.187e11,287600.0,255.9,294.9,46.39,2.485e-9,1.004e-10,46.39,26,-2,1.404e6,7.904e-9,937.8,11.91
8.656e12,570400.0,293.1,34550.0,-4.243,3.992e-9,1.263e-8,1.856,26,-2,1.734e7,3.643e-8,315400.0,109300.0
1.421e12,349100.0,247.1,2236.0,56.27,1.574e-9,2.911e-11,50.1,26,-2,6.037e6,4.444e-9,6314.0,41.36
1.169e12,354200.0,275.8,1429.0,31.32,1.222e-9,1.181e-10,24.12,26,-2,6.267e6,2.872e-9,3359.0,138.1
8.507e11,409200.0,217.2,73.79,-87.16,8.675e-11,5.111e-14,87.16,27,-2,2.618e6,1.311e-10,111.5,0.04348
7.073e13,892500.0,274.4,78760.0,-10.1,1.114e-9,1.164e-9,1.856,27,-2,7.353e7,4.158e-9,294100.0,82340.0
3.192e13,729200.0,232.9,21110.0,65.29,6.613e-10,1.288e-11,46.39,27,-2,3.175e7,2.151e-9,68650.0,411.3
3.292e12,426700.0,293.7,4584.0,16.0,1.393e-9,1.551e-9,9.278,27,-2,1.141e7,3.839e-9,12640.0,5104.0
1.095e12,291500.0,223.7,142.8,-68.97,1.305e-10,1.324e-13,64.94,27,-2,5.062e6,1.885e-10,206.3,0.1449
1.844e13,595500.0,271.2,37990.0,31.42,2.059e-9,1.636e-9,1.856,27,-2,3.176e7,9.322e-9,171900.0,30180.0
1.421e12,401700.0,270.2,1502.0,-34.01,1.057e-9,5.786e-11,27.83,27,-2,6.067e6,1.75e-9,2487.0,82.24
5.13e11,413100.0,295.6,844.0,-5.551,1.645e-9,1.828e-9,1.856,27,-2,3.328e6,4.425e-9,2270.0,937.9
4.202e13,767100.0,227.9,11240.0,-62.37,2.676e-10,7.738e-12,35.26,28,-2,4.978e7,6.349e-10,26680.0,325.2
7.781e13,1.092e6,281.1,76320.0,3.271,9.809e-10,8.068e-10,1.856,28,-2,6.247e7,3.059e-9,238000.0,62770.0
8.507e11,409200.0,224.4,103.0,87.16,1.211e-10,1.232e-13,87.16,28,-2,2.618e6,1.663e-10,141.4,0.1048
2.736e12,482100.0,292.3,11300.0,-3.22,4.129e-9,7.634e-9,1.856,28,-2,8.297e6,2.377e-8,65030.0,20890.0
3.188e12,465100.0,293.6,5517.0,-10.9,1.731e-9,2.558e-9,1.856,28,-2,9.844e6,7.345e-9,23410.0,8155.0
1.712e11,412700.0,291.4,618.5,5.567,3.612e-9,3.113e-9,5.567,28,-2,1.663e6,1.005e-8,1721.0,533.1
3.092e11,374600.0,284.8,80.74,-25.95,2.612e-10,4.992e-11,24.12,28,-2,2.414e6,2.891e-10,89.37,15.43
2.133e12,409300.0,250.4,4470.0,51.24,2.096e-9,7.279e-11,46.39,28,-2,6.404e6,7.699e-9,16420.0,155.2
1.627e12,429000.0,291.8,700.5,18.47,4.305e-10,1.598e-10,12.99,28,-2,6.479e6,5.022e-10,817.3,260.0
8.507e11,409200.0,219.3,68.46,-87.16,8.048e-11,5.201e-14,87.16,29,-2,2.618e6,1.112e-10,94.59,0.04424
1.211e14,1.158e6,271.8,100800.0,-8.924,8.325e-10,1.118e-9,1.856,29,-2,9.819e7,3.665e-9,443700.0,135300.0
8.507e11,409200.0,225.8,112.0,87.16,1.317e-10,1.508e-13,87.16,29,-2,2.618e6,1.79e-10,152.3,0.1283
9.661e11,390200.0,291.5,243.6,-20.35,2.521e-10,8.702e-11,16.7,29,-2,4.055e6,2.793e-10,269.8,84.07
3.518e12,485500.0,293.8,11520.0,12.78,3.275e-9,5.045e-9,9.278,29,-2,9.797e6,1.328e-8,46720.0,17750.0
1.265e11,306500.0,254.6,172.8,-42.68,1.366e-9,2.635e-11,42.68,29,-2,1.442e6,2.347e-9,296.8,3.333
1.338e11,324200.0,260.1,366.2,-38.97,2.738e-9,1.526e-10,38.97,29,-2,1.478e6,8.235e-9,1102.0,20.41
1.72e11,412700.0,291.7,932.9,1.856,5.426e-9,2.662e-8,1.856,29,-2,1.667e6,8.374e-8,14400.0,4578.0
1.022e12,411600.0,294.3,3360.0,-7.394,3.289e-9,8.555e-9,1.856,29,-2,4.981e6,2.4e-8,24520.0,8740.0
1.18e12,410500.0,295.3,877.5,-11.39,7.437e-10,5.064e-10,9.278,29,-2,4.928e6,1.156e-9,1364.0,597.5
2.545e12,423900.0,250.2,1832.0,-47.16,7.2e-10,2.782e-11,38.97,29,-2,7.481e6,1.801e-9,4583.0,70.81
8.507e11,409200.0,219.7,87.44,-87.16,1.028e-10,7.438e-14,87.16,30,-2,2.618e6,1.529e-10,130.0,0.06327
4.277e12,390400.0,227.0,637.5,77.55,1.491e-10,1.983e-13,68.65,30,-2,1.078e7,2.062e-10,882.0,0.8481
5.356e12,563500.0,293.2,9501.0,-10.56,1.774e-9,2.82e-9,1.856,30,-2,1.15e7,7.768e-9,41600.0,15100.0
1.035e14,818700.0,279.6,88080.0,-15.99,8.509e-10,7.728e-10,1.856,30,-2,1.147e8,2.33e-9,241200.0,80000.0
1.301e13,645300.0,286.5,21810.0,20.7,1.677e-9,3.376e-9,1.856,30,-2,2.159e7,9.66e-9,125600.0,43910.0
1.22e13,424600.0,233.7,6587.0,-58.01,5.397e-10,1.83e-11,35.26,31,-2,2.487e7,1.753e-9,21400.0,223.3
2.2e13,673400.0,233.0,9749.0,-52.58,4.432e-10,1.808e-11,31.54,31,-2,3.096e7,1.327e-9,29200.0,397.7
1.541e13,529600.0,286.8,31150.0,19.65,2.022e-9,3.14e-9,1.856,31,-2,3.248e7,1.07e-8,164800.0,48370.0
8.507e11,409200.0,224.4,100.9,87.16,1.187e-10,1.2e-13,87.16,31,-2,2.618e6,1.622e-10,138.0,0.1021
6.332e13,951700.0,286.6,112600.0,8.115,1.778e-9,2.116e-9,1.856,31,-2,5.881e7,7.164e-9,453600.0,134000.0
5.12e12,415700.0,253.2,4687.0,-40.5,9.156e-10,3.172e-11,27.83,31,-2,1.63e7,2.041e-9,10450.0,162.4
7.831e12,631200.0,287.4,3426.0,-20.62,4.374e-10,2.537e-10,9.278,31,-2,1.348e7,7.38e-10,5780.0,1987.0
1.03e14,833600.0,268.6,87420.0,-27.97,8.486e-10,9.427e-10,1.856,32,-2,1.02e8,2.815e-9,289900.0,97110.0
8.507e11,409200.0,224.5,108.0,87.16,1.27e-10,1.322e-13,87.16,32,-2,2.618e6,1.764e-10,150.1,0.1125
5.451e12,425100.0,243.1,6689.0,59.77,1.227e-9,3.314e-11,46.39,32,-2,1.253e7,3.643e-9,19860.0,180.7
2.675e11,324200.0,264.7,888.9,-38.97,3.323e-9,3.51e-10,38.97,32,-2,2.123e6,1.275e-8,3410.0,93.91
3.654e12,470300.0,293.7,5805.0,-12.74,1.589e-9,3.251e-9,1.856,32,-2,1.069e7,8.642e-9,31580.0,11880.0
1.072e13,450000.0,253.4,11270.0,48.68,1.052e-9,3.504e-11,16.7,32,-2,2.803e7,3.533e-9,37870.0,375.6
1.57e11,380600.0,289.8,4.42,-24.12,2.815e-11,8.048e-12,24.12,32,-2,1.593e6,2.988e-11,4.691,1.264
3.783e12,489900.0,293.9,3481.0,-15.52,9.203e-10,1.705e-9,1.856,32,-2,1.06e7,4.259e-9,16110.0,6450.0
8.507e11,409200.0,218.3,78.22,-87.16,9.196e-11,5.882e-14,87.16,33,-2,2.618e6,1.372e-10,116.7,0.05004
2.01e13,625700.0,271.8,16490.0,-30.38,8.205e-10,8.147e-11,9.278,33,-2,3.846e7,1.954e-9,39270.0,1638.0
7.755e13,912800.0,251.4,67110.0,49.94,8.654e-10,1.007e-10,9.278,33,-2,5.816e7,2.626e-9,203700.0,7807.0
1.043e13,555000.0,293.5,26530.0,0.4576,2.543e-9,4.686e-9,1.856,33,-2,2.293e7,1.337e-8,139500.0,48880.0
6.155e12,502200.0,252.4,9797.0,-41.25,1.592e-9,9.43e-11,35.26,33,-2,1.351e7,6.042e-9,37190.0,580.4
5.456e12,511100.0,254.9,7040.0,-41.66,1.29e-9,5.836e-11,27.83,33,-2,1.242e7,3.536e-9,19290.0,318.4
6.784e11,410500.0,295.4,1139.0,9.258,1.679e-9,4.241e-9,5.567,33,-2,4.143e6,1.118e-8,7583.0,2877.0
3.836e12,509800.0,290.1,1457.0,20.62,3.798e-10,1.415e-10,9.278,33,-2,9.674e6,4.504e-10,1727.0,542.8
1.029e13,430200.0,232.6,3702.0,-63.11,3.598e-10,9.654e-12,38.97,34,-2,2.037e7,8.677e-10,8927.0,99.32
1.124e14,1.231e6,279.0,155700.0,20.73,1.385e-9,1.317e-9,1.856,34,-2,8.112e7,5.078e-9,570700.0,148000.0
8.507e11,409200.0,223.9,106.1,87.16,1.248e-10,1.243e-13,87.16,34,-2,2.618e6,1.753e-10,149.1,0.1057
8.963e11,378900.0,282.8,884.1,29.65,9.865e-10,1.828e-10,27.83,34,-2,3.83e6,1.265e-9,1134.0,163.8
1.612e11,390800.0,289.6,287.0,20.41,1.78e-9,7.13e-10,20.41,34,-2,1.614e6,2.714e-9,437.5,115.0
3.257e12,502300.0,282.9,329.2,-25.22,1.011e-10,1.406e-11,20.41,34,-2,7.827e6,1.1e-10,358.3,45.79
2.63e12,422900.0,249.8,1593.0,-43.07,6.057e-10,9.171e-12,38.97,34,-2,7.886e6,1.005e-9,2643.0,24.12
2.879e12,455800.0,293.2,6444.0,-8.786,2.238e-9,2.75e-9,1.856,34,-2,9.893e6,8.01e-9,23060.0,7917.0
2.143e13,476000.0,249.2,8136.0,-49.55,3.797e-10,1.754e-11,20.41,35,-2,4.066e7,6.493e-10,13910.0,375.8
1.072e14,1.084e6,257.9,128800.0,43.04,1.202e-9,8.95e-10,1.856,35,-2,8.237e7,4.743e-9,508300.0,95910.0
1.57e11,380600.0,284.6,8.437,-24.12,5.373e-11,9.586e-12,24.12,35,-2,1.593e6,5.729e-11,8.995,1.505
3.225e11,390800.0,289.7,17.01,-20.41,5.276e-11,1.483e-11,20.41,35,-2,2.394e6,5.626e-11,18.14,4.781
1.627e12,429000.0,291.0,255.9,-18.47,1.572e-10,6.046e-11,12.99,35,-2,6.479e6,1.727e-10,281.1,98.39
8.507e11,409200.0,217.4,71.1,-87.16,8.359e-11,4.898e-14,87.16,36,-2,2.618e6,1.236e-10,105.1,0.04166
1.049e14,1.078e6,258.7,126800.0,36.32,1.208e-9,7.88e-10,1.856,36,-2,1.102e8,4.397e-9,461300.0,82670.0
4.138e10,100300.0,221.3,3.212,-76.07,7.764e-11,5.665e-14,76.07,36,-2,1.023e6,1.014e-10,4.197,0.002344
2.59e12,469200.0,291.2,3720.0,19.41,1.436e-9,9.807e-10,12.99,36,-2,8.015e6,2.818e-9,7298.0,2540.0
3.214e12,392900.0,283.8,5909.0,24.33,1.839e-9,1.957e-9,5.567,36,-2,1.262e7,6.915e-9,22230.0,6291.0
8.425e11,409700.0,294.3,746.9,-11.49,8.865e-10,5.17e-10,9.278,36,-2,4.112e6,1.235e-9,1041.0,435.6
1.698e11,411500.0,291.6,833.8,9.278,4.91e-9,1.044e-8,9.278,36,-2,1.656e6,3.309e-8,5619.0,1772.0
3.353e11,406300.0,293.2,492.3,12.99,1.468e-9,8.203e-10,12.99,36,-2,2.457e6,2.235e-9,749.2,275.0
3.26e11,395100.0,290.0,439.8,18.54,1.349e-9,5.033e-10,16.7,36,-2,2.456e6,1.89e-9,616.3,164.1
1.164e13,671100.0,244.9,9579.0,-47.81,8.228e-10,2.818e-11,27.83,36,-2,1.866e7,2.596e-9,30230.0,328.1
5.682e13,1.048e6,252.0,43860.0,-46.57,7.719e-10,7.501e-10,5.567,37,-2,4.237e7,2.871e-9,163100.0,42620.0
7.156e13,710900.0,274.6,78880.0,-8.229,1.102e-9,8.997e-10,1.856,37,-2,1.027e8,3.619e-9,259000.0,64380.0
8.507e11,409200.0,226.5,119.1,87.16,1.4e-10,1.709e-13,87.16,37,-2,2.618e6,1.909e-10,162.4,0.1454
1.042e11,126300.0,222.1,10.78,-72.36,1.035e-10,8.625e-14,72.36,37,-2,1.318e6,1.435e-10,14.96,0.008987
6.52e11,395100.0,291.0,643.3,18.54,9.866e-10,3.806e-10,16.7,37,-2,3.244e6,1.283e-9,836.5,248.2
6.871e11,413700.0,292.9,3566.0,-0.9229,5.19e-9,1.976e-8,1.856,37,-2,4.164e6,5.668e-8,38950.0,13570.0
8.507e11,409200.0,217.5,65.91,-87.16,7.748e-11,4.45e-14,87.16,38,-2,2.618e6,1.116e-10,94.93,0.03785
9.158e12,503200.0,237.1,3636.0,-54.07,3.97e-10,1.67e-11,38.97,38,-2,2.084e7,1.244e-9,11390.0,152.9
4.651e13,797600.0,290.6,77740.0,8.227,1.671e-9,2.567e-9,1.856,38,-2,5.772e7,7.613e-9,354100.0,119400.0
8.507e11,409200.0,225.5,110.6,87.16,1.3e-10,1.457e-13,87.16,38,-2,2.618e6,1.773e-10,150.9,0.124
5.968e13,980500.0,276.6,71600.0,-11.95,1.2e-9,9.776e-10,1.856,38,-2,6.127e7,3.241e-9,193400.0,58340.0
2.301e12,455400.0,293.1,5855.0,16.62,2.544e-9,2.508e-9,9.278,38,-2,8.145e6,6.57e-9,15120.0,5772.0
3.089e12,457900.0,256.5,5906.0,-41.23,1.912e-9,8.699e-11,35.26,38,-2,8.915e6,5.776e-9,17840.0,268.7
7.024e11,383800.0,267.6,2423.0,-35.26,3.45e-9,4.441e-10,35.26,38,-2,4.222e6,1.226e-8,8613.0,311.9
2.582e12,387600.0,231.6,437.5,70.23,1.694e-10,3.199e-13,64.94,38,-2,7.231e6,2.212e-10,571.1,0.826
8.507e11,409200.0,217.4,61.14,-87.16,7.188e-11,4.01e-14,87.16,39,-2,2.618e6,1.01e-10,85.94,0.03411
1.208e14,738300.0,263.1,87770.0,-2.472,7.268e-10,4.892e-10,1.856,39,-2,1.271e8,2.221e-9,268200.0,59070.0
2.871e11,347900.0,276.0,349.4,33.36,1.217e-9,1.236e-10,31.54,39,-2,2.36e6,1.838e-9,527.8,35.47
2.148e12,431400.0,294.5,930.7,15.79,4.333e-10,2.581e-10,9.278,39,-2,8.114e6,5.64e-10,1211.0,554.5
3.306e12,467200.0,264.3,5689.0,-39.28,1.721e-9,8.574e-11,31.54,39,-2,8.613e6,3.981e-9,13160.0,283.5
3.432e11,412700.0,294.7,1545.0,-3.707,4.501e-9,1.135e-8,1.856,39,-2,2.498e6,2.867e-8,9840.0,3894.0
8.507e11,409200.0,216.2,63.66,-87.16,7.483e-11,3.913e-14,87.16,40,-2,2.618e6,1.106e-10,94.04,0.03328
1.061e14,1.252e6,258.8,121900.0,41.49,1.149e-9,9.571e-10,1.856,40,-2,7.79e7,4.495e-9,477100.0,101600.0
4.753e11,384000.0,284.3,57.77,-22.86,1.215e-10,2.092e-11,20.41,40,-2,3.196e6,1.314e-10,62.44,9.945
1.519e12,408300.0,292.6,886.1,-10.03,5.834e-10,3.169e-10,1.856,40,-2,6.598e6,8.094e-10,1229.0,481.3
1.575e12,384000.0,254.8,2186.0,-40.13,1.387e-9,4.921e-11,35.26,40,-2,6.29e6,3.599e-9,5670.0,77.53
1.499e12,403700.0,274.9,1311.0,-29.26,8.745e-10,7.451e-11,24.12,40,-2,6.104e6,1.361e-9,2040.0,111.7
2.131e13,732800.0,252.0,17010.0,-40.14,7.981e-10,2.866e-11,20.41,40,-2,2.463e7,1.907e-9,40630.0,610.8
8.507e11,409200.0,219.7,97.07,-87.16,1.141e-10,8.61e-14,87.16,1,-3,2.618e6,1.778e-10,151.3,0.07324
1.319e14,1.474e6,269.3,106600.0,30.06,8.084e-10,4.255e-10,1.856,1,-3,6.578e7,2.231e-9,294300.0,56130.0
2.915e12,448500.0,282.7,393.0,-26.54,1.348e-10,1.938e-11,20.41,1,-3,8.507e6,1.476e-10,430.2,56.47
3.225e11,390800.0,288.5,192.9,-20.41,5.982e-10,1.662e-10,20.41,1,-3,2.394e6,7.146e-10,230.4,53.59
1.56e12,380300.0,289.7,411.9,24.31,2.641e-10,8.373e-11,16.7,1,-3,6.441e6,2.93e-10,457.1,130.6
8.507e11,409200.0,221.3,106.0,-87.16,1.246e-10,1.065e-13,87.16,2,-3,2.618e6,1.898e-10,161.5,0.09056
1.408e14,1.656e6,269.3,118600.0,28.1,8.422e-10,3.973e-10,1.856,2,-3,6.96e7,2.393e-9,336900.0,55930.0
8.507e11,409200.0,222.0,109.2,-87.16,1.284e-10,1.152e-13,87.16,3,-3,2.618e6,1.935e-10,164.6,0.09802
8.507e11,409200.0,227.1,120.2,87.16,1.413e-10,1.803e-13,87.16,3,-3,2.618e6,1.904e-10,162.0,0.1534
1.387e14,1.691e6,289.0,121900.0,2.367,8.789e-10,1.004e-9,1.856,3,-3,7.193e7,2.719e-9,377200.0,139300.0
1.521e11,368700.0,282.9,118.7,-27.83,7.803e-10,1.377e-10,27.83,3,-3,1.569e6,9.558e-10,145.4,20.94
9.57e13,1.613e6,253.8,64580.0,-45.15,6.749e-10,8.263e-10,1.856,4,-3,5.406e7,2.748e-9,263000.0,79070.0
8.507e11,409200.0,226.8,120.2,87.16,1.413e-10,1.762e-13,87.16,4,-3,2.618e6,1.917e-10,163.0,0.1499
7.38e11,357700.0,281.5,761.6,-30.72,1.032e-9,1.659e-10,27.83,4,-3,4.65e6,1.379e-9,1017.0,122.5
3.854e13,1.018e6,289.5,64680.0,6.702,1.678e-9,2.155e-9,1.856,4,-3,3.559e7,6.189e-9,238500.0,83050.0
1.395e14,1.582e6,264.4,106900.0,26.86,7.661e-10,3.214e-10,1.856,5,-3,7.678e7,1.98e-9,276100.0,44830.0
8.507e11,409200.0,220.0,100.3,-87.16,1.179e-10,9.182e-14,87.16,6,-3,2.618e6,1.842e-10,156.7,0.07811
1.338e14,1.339e6,257.5,130500.0,33.98,9.751e-10,3.632e-10,1.856,6,-3,9.849e7,3.117e-9,417200.0,48610.0
4.337e11,350400.0,272.4,752.2,-32.75,1.734e-9,1.548e-10,31.54,6,-3,3.068e6,3.029e-9,1314.0,67.14
3.439e11,412700.0,292.0,1887.0,-1.856,5.486e-9,3.238e-8,1.856,6,-3,2.5e6,9.905e-8,34060.0,11140.0
1.72e11,412700.0,292.6,925.1,-1.856,5.38e-9,2.524e-8,1.856,6,-3,1.667e6,7.282e-8,12520.0,4339.0
1.72e11,412700.0,291.9,931.7,1.856,5.418e-9,2.645e-8,1.856,6,-3,1.667e6,8.164e-8,14040.0,4547.0
1.446e14,1.93e6,260.2,109200.0,-35.59,7.55e-10,4.593e-10,1.856,7,-3,7.04e7,1.777e-9,257000.0,66430.0
8.507e11,409200.0,226.4,108.6,87.16,1.276e-10,1.507e-13,87.16,7,-3,2.618e6,1.701e-10,144.7,0.1282
8.507e11,409200.0,218.3,85.13,-87.16,1.001e-10,6.61e-14,87.16,8,-3,2.618e6,1.551e-10,131.9,0.05622
